	n_cci_sig_cpdb	ccis_cpdb	ps_cpdb
FPR3_HEBP1	27	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_1--basal_like_1,basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--basal_like_1,luminal_ar--luminal_ar,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--mesenchymal,mesenchymal--basal_like_1,mesenchymal--luminal_ar,mesenchymal--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,3.0,2.5228787452803374,3.0,3.0,2.3010299956639813,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,2.0457574905606752,3.0,3.0,3.0
FPR2_CAMP	0		
GUCY2C_GUCA2A	0		
MST1_MST1R	8	basal_like_1--basal_like_1,basal_like_1--basal_like_2,luminal_ar--basal_like_1,luminal_ar--basal_like_2,luminal_ar--luminal_ar,mesenchymal--basal_like_1,mesenchymal--basal_like_2,mesenchymal--luminal_ar	3.0,1.408935392973501,2.0457574905606752,1.494850021680094,1.3098039199714864,1.6777807052660807,1.6382721639824072,1.3098039199714864
ACVR2A_INHBE	0		
TNFRSF8_TNFSF8	0		
CD6_ALCAM	30	Bcell--basal_like_1,Bcell--luminal_ar,Bcell--mesenchymal,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--luminal_ar,basal_like_1--mesenchymal,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--mesenchymal,luminal_ar--luminal_ar,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--mesenchymal,mesenchymal--luminal_ar,mesenchymal--mesenchymal,stroma--basal_like_1,stroma--luminal_ar,stroma--mesenchymal	3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.3979400086720375,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,3.0,2.6989700043360187,1.9586073148417749,3.0,3.0,3.0,2.3979400086720375,1.8239087409443189,3.0,3.0,3.0
AXL_IL15RA	44	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_1--Tcell,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	1.5686362358410126,3.0,1.6197887582883939,3.0,3.0,3.0,2.5228787452803374,3.0,1.8239087409443189,2.6989700043360187,3.0,1.3665315444204136,3.0,1.537602002101044,3.0,1.6382721639824072,1.6382721639824072,3.0,2.154901959985743,3.0,3.0,3.0,2.3979400086720375,2.3979400086720375,1.9586073148417749,1.8860566476931633,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0
IL15_IL15RA	25	Tcell--Tcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,3.0,2.0457574905606752,3.0,1.6575773191777938,2.6989700043360187,3.0,3.0,3.0,3.0,1.3767507096020994,3.0,3.0,3.0,3.0,1.4814860601221125,3.0,3.0,3.0
AXL_GAS6	50	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Bcell,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--Bcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,2.3010299956639813,3.0,3.0,2.154901959985743,3.0,3.0,3.0,3.0,3.0,1.6777807052660807,2.0,3.0,3.0,3.0,2.154901959985743,1.6020599913279623,1.6197887582883939,3.0,3.0,3.0,1.9586073148417749,3.0,3.0,3.0,2.3979400086720375,3.0,2.5228787452803374,1.7958800173440752,1.853871964321762,3.0,3.0,3.0,3.0,3.0,3.0,3.0
TYRO3_GAS6	24	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,1.9208187539523751,3.0,3.0,3.0,3.0,3.0,1.494850021680094,3.0,3.0,3.0,3.0,3.0,1.4685210829577449,2.6989700043360187,3.0,3.0,3.0,3.0,1.744727494896694,3.0,3.0,3.0,3.0
MERTK_GAS6	30	basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,1.3467874862246563,2.3979400086720375,3.0,3.0,3.0,3.0,1.4202164033831899,2.221848749616356,3.0,3.0,3.0,3.0,1.337242168318426,2.221848749616356,3.0,3.0,3.0,3.0,2.3979400086720375,3.0,3.0,3.0,3.0,3.0,1.744727494896694,3.0,3.0,3.0,3.0
SSTR1_SST	0		
CALCR_ADM	0		
CALCR_ADM2	0		
CD52_SIGLEC10	23	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--macrophage,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--luminal_ar,endothelial--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--luminal_ar,macrophage--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--luminal_ar,stroma--macrophage	3.0,3.0,3.0,3.0,3.0,1.6989700043360187,2.3010299956639813,2.154901959985743,2.3010299956639813,2.3010299956639813,1.9208187539523751,1.853871964321762,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
BMP8B_PLAUR	4	basal_like_1--macrophage,basal_like_1--stroma,mesenchymal--macrophage,mesenchymal--stroma	3.0,1.7212463990471711,3.0,1.585026652029182
RYK_WNT3A	2	basal_like_1--basal_like_1,stroma--basal_like_1	1.7695510786217261,1.6989700043360187
APLNR_APLN	3	endothelial--luminal_ar,macrophage--luminal_ar,stroma--luminal_ar	3.0,2.0969100130080562,3.0
FLT3_FLT3LG	4	Tcell--Bcell,Tcell--Tcell,Tcell--endothelial,Tcell--stroma	3.0,3.0,3.0,3.0
LTBR_LTB	40	Bcell--Tcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Tcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Tcell,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Tcell,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,mesenchymal--Tcell,mesenchymal--endothelial,mesenchymal--macrophage,mesenchymal--stroma,stroma--Tcell,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,1.7695510786217261,3.0,2.0457574905606752,3.0,1.4436974992327127,3.0,1.3872161432802645,3.0,3.0,3.0,3.0,1.408935392973501,3.0,3.0,3.0,3.0,2.3979400086720375,3.0,2.221848749616356,3.0,3.0,3.0,1.3279021420642825,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,3.0,3.0,2.0,3.0,2.3979400086720375,3.0,2.6989700043360187,3.0,3.0
LEP_LEPR	0		
GPR1_RARRES2	0		
CMKLR1_RARRES2	48	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--basal_like_2,basal_like_1--endothelial,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--basal_like_2,luminal_ar--endothelial,luminal_ar--macrophage,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	3.0,3.0,2.3979400086720375,1.6020599913279623,3.0,3.0,3.0,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,1.4814860601221125,3.0,3.0,3.0,3.0,3.0,2.0457574905606752,3.0,3.0,3.0,3.0,3.0,2.3010299956639813,3.0,3.0,3.0,3.0,3.0,1.4559319556497243,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0457574905606752,3.0,3.0
XCR1_XCL1	0		
XCR1_XCL2	0		
NMU_NMUR2	0		
NMU_NMUR1	0		
CX3CR1_CX3CL1	0		
CCR4_CCL17	0		
ACKR1_CCL17	6	basal_like_2--endothelial,basal_like_2--mesenchymal,endothelial--endothelial,endothelial--mesenchymal,stroma--endothelial,stroma--mesenchymal	3.0,3.0,3.0,3.0,3.0,3.0
INHBE_ACVR2B	0		
LILRA4_BST2	0		
DSG1_DSC2	0		
DSG1_DSC3	0		
DSG2_DSC3	3	basal_like_1--mesenchymal,luminal_ar--mesenchymal,mesenchymal--mesenchymal	3.0,1.9208187539523751,2.5228787452803374
DSC2_DSG2	14	Bcell--basal_like_1,Bcell--mesenchymal,basal_like_1--basal_like_1,basal_like_1--mesenchymal,basal_like_2--basal_like_1,luminal_ar--basal_like_1,luminal_ar--luminal_ar,luminal_ar--mesenchymal,macrophage--basal_like_1,macrophage--mesenchymal,mesenchymal--basal_like_1,mesenchymal--luminal_ar,mesenchymal--mesenchymal,stroma--basal_like_1	3.0,1.6020599913279623,3.0,1.6989700043360187,3.0,3.0,1.9208187539523751,2.6989700043360187,3.0,1.6989700043360187,3.0,2.0969100130080562,2.3010299956639813,3.0
TEK_ANGPT1	0		
TEK_ANGPT4	0		
LRP1_ERFE	0		
CD47_SIRPG	10	Bcell--Tcell,Bcell--macrophage,basal_like_1--Tcell,basal_like_1--macrophage,luminal_ar--Tcell,luminal_ar--macrophage,macrophage--Tcell,macrophage--macrophage,mesenchymal--Tcell,mesenchymal--macrophage	1.6989700043360187,1.337242168318426,3.0,3.0,3.0,3.0,2.221848749616356,1.4202164033831899,3.0,3.0
SEMA5A_PLXNB3	0		
IL16_GRIN2C	0		
KISS1_KISS1R	0		
GPR19_ENHO	0		
LAIR1_LILRB4	40	Bcell--Bcell,Bcell--Tcell,Bcell--basal_like_2,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--macrophage,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,luminal_ar--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,mesenchymal--macrophage,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	1.431798275933005,2.6989700043360187,1.4436974992327127,3.0,1.853871964321762,3.0,3.0,2.6989700043360187,3.0,1.7212463990471711,3.0,3.0,3.0,1.494850021680094,3.0,2.3010299956639813,3.0,2.0457574905606752,2.5228787452803374,1.5686362358410126,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.5228787452803374,3.0,3.0,3.0,1.7212463990471711,3.0,3.0
IGFL1_IGFLR1	0		
IGFL2_IGFLR1	0		
IGFL3_IGFLR1	0		
VSTM1_ADGRG3	0		
CXCL17_GPR35	2	basal_like_1--Tcell,mesenchymal--Tcell	2.154901959985743,3.0
RXFP4_INSL5	0		
ADGRV1_GPHA2	0		
CLEC2B_KLRF1	0		
EDA_EDA2R	0		
ESAM_ESAM	32	Bcell--endothelial,Bcell--stroma,Tcell--endothelial,Tcell--stroma,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,luminal_ar--endothelial,luminal_ar--stroma,macrophage--endothelial,macrophage--stroma,mesenchymal--endothelial,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0
GPHA2_EPHA6	0		
TNFSF18_TNFRSF18	0		
