	n_cci_sig_NATMI	ccis_NATMI	ps_NATMI
LGALS9_CD44	25	Bcell--Tcell,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,basal_like_2--Tcell,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Tcell,stroma--macrophage,stroma--mesenchymal	0.01777354334444808,0.01513053426805694,0.02617887680412883,0.015041042875974409,0.01676805755454298,0.01576076042074161,0.0213411614807645,0.0213151318145206,0.01556685136654645,0.015425066813965941,0.02454750535150851,0.0157231337934876,0.02001125867912908,0.01998685108608371,0.01566130295291904,0.02709721370924586,0.01556867226465301,0.01735626942454325,0.016313637003467742,0.022089794675858542,0.02206285190691284,0.016112925753668992,0.02267376986262397,0.01848377940873435,0.01846123487153243
LGALS9_HAVCR2	24	Bcell--Tcell,Bcell--macrophage,Tcell--Tcell,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--Tcell,basal_like_2--macrophage,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.01904773811794325,0.023137407781987942,0.02805565440290824,0.01922250918243729,0.01962430969548002,0.03407938058005525,0.02015944132773429,0.01653089805618185,0.02008018626463829,0.02630732906336322,0.01802463301064468,0.01840139479144804,0.0319556787490998,0.01890317898581239,0.02903982736908135,0.0198968215191835,0.02031271691652485,0.0352748616973069,0.02086662059658971,0.02429926448091642,0.01664879485265079,0.01699679803214466,0.029516470019488414,0.01746028054007372
LIF_IL6ST	26	Bcell--basal_like_1,Bcell--luminal_ar,Tcell--basal_like_1,Tcell--luminal_ar,Tcell--mesenchymal,basal_like_2--basal_like_1,basal_like_2--luminal_ar,basal_like_2--mesenchymal,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.015658445585962532,0.017017590472756833,0.01981554010047492,0.02153551861678257,0.01659073147930198,0.01963337198597136,0.021337538405222168,0.01643820965771676,0.016991822170573732,0.0169044883260227,0.025022630624876568,0.01769284603518986,0.01840536872386405,0.02719458187516108,0.018374475121310758,0.020950412832458482,0.01660302757733233,0.017309193703259233,0.0172202286460094,0.02549000078409311,0.01802331122058247,0.01874914233583432,0.02770251951974213,0.01871767170570305,0.02134172252039448,0.016913137244002632
LILRB4_LAIR1	22	Bcell--Tcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_1--macrophage,basal_like_2--macrophage,endothelial--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--endothelial,stroma--macrophage	0.0165108153084361,0.016646012530480283,0.025006575717144118,0.01507632930912634,0.01757798168869058,0.020707621648991318,0.02087718401582703,0.03136287936204422,0.0189085104131395,0.01766913723302497,0.02093976297527547,0.01882682274891545,0.03071053737878719,0.036178339466941586,0.01706082654953986,0.02047619526081339,0.03647458231762642,0.05479416784090423,0.03303510756263419,0.015534646973818218,0.01566185093540722,0.02352811284803142
LPL_LRP1	23	Tcell--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.017223900131658868,0.030934896077354064,0.026446101851128417,0.021717587315612668,0.02317510978345047,0.02975115786487678,0.04676112275027691,0.02283254554475549,0.0195194392600261,0.01602939929928943,0.01710517301600713,0.0219588475506885,0.034513627013642786,0.01948336801067719,0.016656242630489468,0.01873782785549692,0.0294510174159932,0.032351082376670365,0.02765679307240292,0.02271180916570938,0.02423605638816526,0.03111315313557945,0.048901826931535435
LPL_SDC1	27	basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--endothelial,basal_like_2--luminal_ar,basal_like_2--macrophage,basal_like_2--mesenchymal,basal_like_2--stroma,endothelial--Bcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.027505517071686008,0.01763030294940065,0.0299364919856618,0.024069503500374668,0.01855003647185417,0.01868247803660916,0.02021562307515961,0.02151019333564749,0.02456734334226478,0.02030137646821009,0.02209563966220036,0.01776531052626579,0.01587632516316102,0.018132758046875717,0.01732348187275563,0.018854554702458382,0.0151594171630459,0.01547296587598381,0.02876470786822623,0.01843741067096221,0.03130697177307323,0.02517139506656389,0.01939924920033942,0.01953775388323119,0.02114108564531324,0.02249492077812592,0.025692025803292492
LTBP1_ITGB5	20	Bcell--luminal_ar,basal_like_2--luminal_ar,basal_like_2--stroma,macrophage--Bcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--luminal_ar,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.01581810925973343,0.01675025565783845,0.01562889757054086,0.015513643384445419,0.01805833170043708,0.01738186432707861,0.016462934832833318,0.0222498147791291,0.01604575751484739,0.016935715744800482,0.0207602846935525,0.0189465132526151,0.01574773346443781,0.02205429198053474,0.02122813543325014,0.02010586457723744,0.02717326936905546,0.01959637397028977,0.02068326278036685,0.025354135023422517
LTB_CD40	22	Bcell--Tcell,Bcell--endothelial,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--Tcell,endothelial--Tcell,endothelial--endothelial,endothelial--macrophage,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Tcell,stroma--endothelial,stroma--macrophage	0.02215799237560287,0.01618277884576973,0.03532714906415363,0.07570846456872775,0.02047659576273291,0.03123235395630664,0.0552926148768557,0.04663272136687944,0.03761552495710548,0.018362039757850668,0.0286383317908299,0.0209156038158519,0.01763981550044079,0.01709314498890661,0.036631763276756414,0.015111866331203781,0.026753494350465,0.02256337940273161,0.01820038239593063,0.02636680807825579,0.0192566283427859,0.0162406676908776
LTB_LTBR	19	Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,endothelial--endothelial,macrophage--Bcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--luminal_ar,macrophage--macrophage,macrophage--mesenchymal,macrophage--stroma,stroma--endothelial	0.0337985341457267,0.029724483983212313,0.03676426459007279,0.0384716212618844,0.04721804447577607,0.03760627980197995,0.03583916881010523,0.03349997290004122,0.0350667947538666,0.01786122637560396,0.01635352016423062,0.01778849756337379,0.01861460711119082,0.02284658971068935,0.018195909100428682,0.01734088724908278,0.01620906042729281,0.0169671717900464,0.01644451678706466
LTB_TNFRSF1A	20	Bcell--endothelial,Tcell--Bcell,Tcell--Tcell,Tcell--basal_like_1,Tcell--basal_like_2,Tcell--endothelial,Tcell--luminal_ar,Tcell--macrophage,Tcell--mesenchymal,Tcell--stroma,endothelial--Tcell,endothelial--endothelial,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--endothelial	0.01674747174669716,0.033925826217986,0.04089420399110573,0.02801958241593152,0.038043152357331786,0.057222033018959076,0.024647997949708008,0.03831903948307507,0.026646209594790592,0.04027111969377745,0.01546909964282805,0.02164544713299701,0.01523340479757934,0.016415110807820783,0.01978678089071099,0.01840729117138895,0.027687048993872792,0.018540779968697192,0.0194852997206567,0.01992858224048201
MCAM_MCAM	20	Bcell--endothelial,Bcell--stroma,Tcell--endothelial,Tcell--stroma,basal_like_2--endothelial,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--endothelial,mesenchymal--endothelial,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--stroma	0.024073358816047632,0.01916555376961701,0.022902702999451068,0.01823355806556345,0.03051119847907828,0.02429091924789572,0.024073358816047632,0.022902702999451068,0.03051119847907828,0.09290591851137617,0.01822738819814714,0.017236113025421218,0.07396530705796102,0.01822738819814714,0.017236113025421218,0.01916555376961701,0.01823355806556345,0.02429091924789572,0.07396530705796102,0.058886093973750026
MDK_ITGA4	27	Bcell--Bcell,Bcell--Tcell,Bcell--stroma,Tcell--Bcell,Tcell--Tcell,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--stroma,luminal_ar--Bcell,luminal_ar--Tcell,luminal_ar--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--stroma,mesenchymal--Bcell,mesenchymal--Tcell,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--stroma	0.02896068786786306,0.01967718414849508,0.02516703729000587,0.026011286961695242,0.017673229510980982,0.02260398758181605,0.030960793824383617,0.02103614542049683,0.026905143146516732,0.03339319761268926,0.022688829137277582,0.02901891879728673,0.02759680829332373,0.01875050348168805,0.023981816542897917,0.02515705938890828,0.0170928291651348,0.021861657935622232,0.029804765546989118,0.0202506882034947,0.02590054660867781,0.02595951855117671,0.01763805574192219,0.022559000476402368,0.032622934847490084,0.02216547822991285,0.02834955514738595
MDK_ITGA6	9	Bcell--endothelial,Tcell--endothelial,basal_like_1--endothelial,basal_like_2--endothelial,endothelial--endothelial,luminal_ar--endothelial,macrophage--endothelial,mesenchymal--endothelial,stroma--endothelial	0.04928382712186491,0.044264686518718316,0.05268750581334915,0.056826846989925614,0.04696284616059333,0.0428110054386263,0.050720235628640586,0.044176589668049215,0.05551605295313721
MDK_ITGB1	10	Bcell--endothelial,basal_like_1--endothelial,basal_like_1--stroma,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--endothelial,macrophage--endothelial,stroma--endothelial,stroma--stroma	0.01581905791280457,0.01691156621586369,0.015312392422800919,0.01824020649437139,0.015106246634219741,0.01651539521234534,0.01507407250105713,0.0162801144232688,0.017819469551023998,0.01613444355470043
MDK_LRP1	26	Bcell--Bcell,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--stroma,basal_like_1--Bcell,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Bcell,basal_like_2--Tcell,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--macrophage,endothelial--stroma,luminal_ar--stroma,macrophage--Bcell,macrophage--macrophage,macrophage--stroma,mesenchymal--Bcell,mesenchymal--stroma,stroma--Bcell,stroma--Tcell,stroma--macrophage,stroma--stroma	0.0169715164640942,0.016322093478738118,0.02565410799025816,0.015243111176670519,0.02304145425431712,0.01814361677213589,0.01551089539476444,0.01744934282235387,0.02742585230913103,0.019569051869841682,0.01672949337168465,0.018820232981866192,0.029580536954254763,0.0161722569727469,0.01555341802424121,0.02444594905250841,0.02228475791821764,0.01746616211248568,0.01679781128091435,0.02640181329447144,0.01521277389892891,0.02299559649016504,0.01911766317144814,0.016343603227999867,0.0183861168823407,0.02889821876314502
MDK_SDC1	14	Bcell--Bcell,Bcell--basal_like_1,basal_like_1--Bcell,basal_like_1--basal_like_1,basal_like_2--Bcell,basal_like_2--basal_like_1,basal_like_2--basal_like_2,basal_like_2--stroma,endothelial--basal_like_1,macrophage--Bcell,macrophage--basal_like_1,stroma--Bcell,stroma--basal_like_1,stroma--stroma	0.01509008902658873,0.016423771566629417,0.01613225270323253,0.01755804308285954,0.01739966699537973,0.01893747316957604,0.015226085172627319,0.015541012808539218,0.0156503076669172,0.01552989927493241,0.01690245284138741,0.01699831832045341,0.01850065275427266,0.01518253670095759
MDK_SDC3	21	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--macrophage,basal_like_1--Tcell,basal_like_1--macrophage,basal_like_1--stroma,basal_like_2--Tcell,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--macrophage,endothelial--stroma,luminal_ar--macrophage,macrophage--Tcell,macrophage--macrophage,macrophage--stroma,mesenchymal--macrophage,stroma--Tcell,stroma--macrophage,stroma--stroma	0.01610844789923811,0.02251504483334611,0.01576010569356519,0.02022207810766384,0.01722094228267847,0.02406999668697505,0.01684854259178101,0.01857388838232241,0.025961031892919668,0.018172231482322342,0.01534983390610566,0.02145471747136677,0.01501789658768664,0.01955797191699144,0.016577938865031092,0.02317126014408252,0.01621944400408121,0.020181831546909,0.01814545457997124,0.02536220286057611,0.01775306248168449
MFGE8_ITGAV	24	Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Tcell,endothelial--basal_like_2,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--endothelial,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--mesenchymal,stroma--stroma	0.02349404461717124,0.0184612421411108,0.02180031902290024,0.02157026673644289,0.01694956844419946,0.0200152295582099,0.0215122516941237,0.01690398115765372,0.0199613969188626,0.01718764092165263,0.01787587414795941,0.028157806340374913,0.02212595104345022,0.02612786223946166,0.018381460455895258,0.01705630974040391,0.018141816397762217,0.022485519690920518,0.01540865968525835,0.02338589233848797,0.03683710357958472,0.028946003127228837,0.01681635465138667,0.03418145419403984
MFGE8_PDGFRB	24	Bcell--Bcell,Bcell--endothelial,Bcell--macrophage,Bcell--stroma,Tcell--Bcell,Tcell--endothelial,Tcell--macrophage,Tcell--stroma,basal_like_2--Bcell,basal_like_2--endothelial,basal_like_2--macrophage,basal_like_2--stroma,endothelial--Bcell,endothelial--endothelial,endothelial--macrophage,endothelial--stroma,macrophage--endothelial,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_2,stroma--endothelial,stroma--macrophage,stroma--stroma	0.01736143506250264,0.02271523992876739,0.01666127986804258,0.029433799729045536,0.01593981757197769,0.02085523341041501,0.015296993633081641,0.02702365308179091,0.0158969460951296,0.02079914151022363,0.01525585108515569,0.02695097069930972,0.02080782318441874,0.02722440249483083,0.0199686814063613,0.035276651855257815,0.01777213295115823,0.023028654052642792,0.02722157857911852,0.01916245815598453,0.01911445335024255,0.03561598948695075,0.026123781676099998,0.046150245605950116
MFNG_NOTCH2	28	Bcell--Tcell,Bcell--macrophage,Bcell--stroma,Tcell--Tcell,Tcell--macrophage,Tcell--stroma,endothelial--Bcell,endothelial--Tcell,endothelial--basal_like_1,endothelial--basal_like_2,endothelial--endothelial,endothelial--luminal_ar,endothelial--macrophage,endothelial--mesenchymal,endothelial--stroma,macrophage--Bcell,macrophage--Tcell,macrophage--basal_like_1,macrophage--basal_like_2,macrophage--endothelial,macrophage--macrophage,macrophage--stroma,stroma--Bcell,stroma--Tcell,stroma--basal_like_1,stroma--basal_like_2,stroma--macrophage,stroma--stroma	0.015494915789925982,0.02082067461478809,0.01502698405738795,0.01935719423795449,0.02601045711689064,0.01877262536648439,0.02188523580889925,0.03206110240804079,0.02241139736380694,0.02303575190707827,0.0206796144866593,0.01909833710169129,0.0430808266452931,0.01569402848574668,0.03109288758194747,0.01601714355480228,0.02346455319371013,0.016402225316386382,0.016859171562522018,0.015134785696761941,0.03152955676888897,0.02275594598486669,0.01539409984840628,0.0225518160292641,0.015764202486703998,0.016203374185096982,0.03030310263597199,0.02187077261544229
